"...1","id","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","accommodates","bedrooms","beds","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_60","availability_365","number_of_reviews","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","calculated_host_listings_count","reviews_per_month","n_days_last_review","n_character_in_desription","n_days_host_since","n_characters_in_host_about","n_host_verifications","classes_property_type","bathrooms_type","bathroom_number","n_amenities","amenities_Wifi","amenities_Backyard","amenities_TV","amenities_Washer","amenities_Dishwasher","amenities_AC","amenities_Breakfast","price_new","price_per_accomate","lasso_rating"
1,2595,90,79,0,6,1,1,"Manhattan",1,1,1,30,1125,1,36,341,48,4.72,4.62,4.76,4.79,4.86,4.41,3,0.34,700,1000,4773,427,9,3,2,1,30,1,0,1,0,0,1,0,150,150,-0.447063315285732
2,3831,50,88,0,1,1,1,"Brooklyn",3,1,3,1,1125,1,1,212,408,4.59,4.5,4.79,4.81,4.72,4.65,1,5.09,97,999,4684,220,6,3,2,1,34,1,0,1,0,0,1,0,75,25,-0.611147780770169
3,5178,100,100,0,1,1,0,"Manhattan",2,1,1,2,14,1,7,255,485,4.19,3.71,4.65,4.4,4.86,4.35,1,3.63,78,1000,4598,105,4,2,2,1,18,1,0,1,0,0,1,0,61,30.5,-1.90564790224862
4,5203,90,79,0,1,1,1,"Manhattan",1,1,1,2,14,1,0,0,118,4.83,4.82,4.97,4.95,4.94,4.92,1,0.9,1545,1000,4624,813,7,2,1,1,15,1,0,0,0,0,1,1,75,75,0.503560605991689
5,5803,97,100,1,3,1,1,"Brooklyn",2,1,0,4.1,21,1,31,336,192,4.74,4.63,4.81,4.82,4.86,4.75,3,1.43,78,999,4591,606,7,2,2,1.5,49,1,1,0,0,1,1,0,98,49,-0.155593991463329
6,6848,100,100,0,1,1,1,"Brooklyn",3,1,1,30,1125,1,18,263,181,4.59,4.86,4.84,4.8,4.66,4.56,1,1.27,574,1000,4534,1295,7,3,2,1,27,1,0,1,1,1,1,0,89,29.6666666666667,-0.550088769451234
7,6990,100,100,0,3,1,1,"Manhattan",1,1,1,30,1125,1,0,258,234,4.81,4.96,4.96,4.95,4.84,4.84,1,1.88,92,1000,4528,158,5,2,1,1,17,1,0,0,0,0,1,1,62,62,0.388323149191625
8,7097,100,100,1,1,1,1,"Brooklyn",4,1,2,2,1125,1,3,278,259,4.89,4.9,4.96,4.91,4.93,4.78,2,2.95,64,1000,4523,288,8,3,2,1,35,1,1,1,1,0,1,0,199,49.75,0.422508271474196
9,8490,100,98,1,2,1,1,"Brooklyn",5,1,4,2,1125,1,15,315,132,4.85,4.73,4.88,4.87,4.59,4.74,2,1.15,98,1000,4469,324,5,3,2,1,27,1,0,1,0,0,1,0,136,27.2,-0.119949858183756
10,9357,90,79,0,1,1,1,"Manhattan",2,1,1,30,1125,1,0,215,58,4.68,4.16,4.97,5,4.95,4.58,1,0.57,1513,988,4442,258,4,3,2,1,16,1,0,1,1,0,1,0,150,75,-0.491937552516469
11,9657,90,71,1,1,1,1,"Manhattan",2,1,1,10,1125,1,31,34,39,4.85,4.44,4.88,4.85,4.85,4.29,1,0.73,79,1000,4493,272,4,3,2,1,34,1,0,1,0,0,1,0,192,96,-0.111580635656316
12,9704,100,0,0,1,1,1,"Manhattan",2,1,1,30,730,1,1,216,98,4.91,4.73,4.91,4.84,4.84,4.9,1,1.44,569,1000,4432,187,8,2,1,1,10,1,0,1,0,0,1,0,55,27.5,0.330394084353005
13,10452,100,86,1,0,1,1,"Brooklyn",3,1,2,30,730,1,3,212,76,4.48,4.61,4.71,4.84,4.37,4.63,5,0.67,186,1000,4414,25,6,2,1,1,27,1,0,1,1,0,1,0,80,26.6666666666667,-0.763064642147027
14,10962,97,100,1,3,1,1,"Brooklyn",2,1,0,4.1,21,1,29,334,188,4.76,4.61,4.86,4.78,4.88,4.76,3,2.14,78,1000,4591,606,7,2,1,1,25,1,1,0,1,0,1,0,98,49,-0.0259668687672854
15,12192,100,72,0,2,1,0,"Manhattan",2,1,1,2,1125,1,0,30,265,4.57,4.03,4.8,4.85,4.69,4.55,2,2.04,324,999,4368,233,4,2,1,1,26,1,0,1,0,0,1,0,40,20,-0.706025521627111
16,12343,90,79,0,1,1,0,"Manhattan",3,1,1,30,1125,1,59,364,107,4.82,4.69,4.97,4.9,4.51,4.7,1,0.81,818,889,4365,55,5,3,2,1,9,1,0,1,0,0,1,0,250,83.3333333333333,-0.285149791173242
17,12937,100,95,1,1,1,0,"Queens",4,1,2,3,1125,1,19,164,294,4.91,4.9,4.89,4.9,4.88,4.83,1,3.11,69,1000,4356,1035,4,2,2,1,25,1,1,0,0,0,1,0,145,36.25,0.560285343299984
18,12940,90,75,0,4,1,1,"Brooklyn",2,1,1,30,365,1,0,226,71,4.58,4.38,4.69,4.51,4,4.34,1,1.01,112,1000,4356,144,5,3,2,1,20,1,0,0,0,0,1,0,99,49.5,-1.43106936419086
19,13121,90,80,0,6,1,1,"Queens",3,1,2,2,365,1,56,361,68,4.34,4.68,4.39,4.3,3.61,4.22,5,0.82,85,1000,4452,243,4,2,2,1,16,1,0,1,0,0,1,0,75,25,-2.05341603119071
20,13394,100,0,1,2,1,1,"Brooklyn",2,1,1,1,1125,1,2,129,143,4.8,4.67,4.8,4.87,4.83,4.66,1,1.2,772,1000,4348,181,4,2,1,1,16,1,0,0,1,0,0,0,80,40,0.213751657887391
21,13808,95,90,0,3,1,1,"Brooklyn",2,1,1,2,1125,1,4,243,152,4.74,4.45,4.9,4.86,4.49,4.72,4,1.28,71,1000,4342,259,7,2,2,1,31,1,0,0,0,1,1,0,80,40,-0.461557239976382
22,14290,89,77,0,2,1,1,"Brooklyn",2,2,0,3,1125,1,23,129,108,4.86,4.57,4.73,4.63,4.77,4.73,1,2.08,98,1000,4336,841,8,3,2,1,32,1,0,1,0,0,0,1,197,98.5,-0.188012540153012
23,14314,100,20,0,2,1,1,"Brooklyn",2,1,2,30,1125,1,0,215,179,4.88,4.91,4.91,4.93,4.8,4.78,1,2.11,569,1000,4335,411,9,3,2,1,34,1,0,1,0,0,1,0,99,49.5,0.266755408058025
24,15220,100,98,1,2,1,1,"Manhattan",1,1,1,2,1125,1,20,309,328,4.78,4.75,4.83,4.81,4.88,4.69,2,2.69,79,1000,4323,257,4,2,1,0.5,23,1,0,1,0,0,1,0,79,79,0.081875046499032
25,15341,100,100,1,1,1,1,"Manhattan",3,1,2,30,1125,1,35,65,26,4.69,4.46,5,4.81,4.69,4.46,1,0.72,355,1000,4322,321,7,3,2,1,36,1,0,0,1,1,0,0,191,63.6666666666667,-0.440178094126835
26,15385,90,79,1,1,1,1,"Brooklyn",1,1,1,7,60,1,0,216,49,4.79,4.79,4.83,4.83,4.83,4.64,1,0.4,642,773,4321,49,4,2,1,1,16,1,0,0,0,0,1,0,80,80,0.145478085710218
27,15396,80,8,0,2,1,1,"Manhattan",4,2,2,30,365,1,0,61,5,4.8,4.8,5,5,4.8,4.8,1,0.08,1812,410,4321,0,4,3,2,2,47,1,0,1,1,1,1,0,400,100,0.156159520241369
28,15711,100,100,0,4,1,1,"Manhattan",6,2,4,30,1125,1,0,226,84,4.61,4.45,4.55,4.53,4.7,4.59,3,0.63,453,1000,4317,3,8,3,2,1,41,1,0,1,1,1,1,0,206,34.3333333333333,-0.987425896924167
29,16326,86,43,1,2,1,1,"Brooklyn",8,4,4,30,730,1,15,286,152,4.95,4.93,4.98,4.98,4.85,4.89,1,1.28,279,1000,4310,259,5,3,2,2,38,1,0,1,0,1,1,0,140,17.5,0.503677040694335
30,16338,90,12,1,2,1,0,"Brooklyn",2,1,2,14,150,1,4,277,29,4.64,4.32,4.81,4.77,4.69,4.58,2,0.36,218,1000,4310,623,4,2,1,1,24,1,0,0,0,0,1,0,55,27.5,-0.539526375485314
31,16595,100,78,0,2,1,1,"Brooklyn",2,1,1,1,1125,1,48,353,202,4.87,4.74,4.91,4.92,4.7,4.45,1,1.56,80,914,4306,0,7,3,2,1,43,1,0,0,0,0,1,0,364,182,-0.07548447856857
32,16821,96,59,0,3,1,1,"Manhattan",1,1,1,1,30,1,26,56,125,4.73,4.36,4.73,4.87,4.9,4.6,2,1.69,73,1000,4702,170,7,2,1,1,24,1,0,0,0,0,0,0,99,99,-0.166855903395905
33,16974,100,94,0,1,1,1,"Manhattan",8,4,6,5,365,1,30,133,226,4.89,4.73,4.95,4.93,4.41,4.76,1,1.85,76,999,4300,368,4,3,2,2,26,1,0,1,1,1,1,0,300,37.5,0.00248584911507907
34,17037,100,50,0,1,1,1,"Manhattan",2,1,1,30,90,1,19,139,53,4.74,4.9,4.98,4.98,4.56,4.55,1,0.48,1239,999,4299,413,6,3,2,1,25,1,0,1,1,0,1,0,160,80,-0.0826755625263608
35,17693,100,100,0,2,1,1,"Manhattan",2,1,1,2,28,1,50,355,60,4.9,4.8,4.93,4.92,4.83,4.88,2,1.15,666,704,4288,887,6,2,1,1,27,1,0,1,1,0,0,0,65,32.5,0.323391099147691
36,17747,90,100,1,1,1,1,"Brooklyn",2,1,1,150,155,1,59,364,128,4.97,4.97,4.95,4.96,4.86,4.84,1,1.13,575,1000,4288,163,10,2,1,1,38,1,0,1,1,1,1,0,95,47.5,0.554972628037177
37,18127,10,0,0,1,1,1,"Manhattan",2,1,1,30,365,1,6,295,21,5,4.88,4.88,4.94,4.88,4.76,1,0.16,1133,999,4284,184,5,3,2,1,25,1,0,1,0,0,1,0,190,95,0.400105765523897
38,18728,100,100,1,1,1,1,"Manhattan",3,1,1,4,1125,1,21,291,190,4.96,4.96,4.98,4.98,5,4.93,1,1.91,72,949,4275,70,6,2,2,1.5,21,1,0,1,1,0,1,1,175,58.3333333333333,0.774962371822585
39,19159,100,0,1,2,1,1,"Manhattan",3,2,2,31,365,1,2,64,58,4.88,4.8,4.76,4.82,4.25,4.69,1,0.48,398,999,4271,316,5,3,2,1,32,1,0,1,1,1,1,0,110,36.6666666666667,-0.159173048091053
40,19282,90,79,0,1,1,1,"Brooklyn",4,1,2,30,60,1,60,89,17,4.85,4.79,4.86,4.79,4.57,4.71,1,0.15,807,1000,4270,336,5,2,2,2,33,1,0,1,1,0,1,0,110,27.5,0.0196541504847739
41,19812,0,0,0,1,1,1,"Brooklyn",2,1,1,30,90,1,15,269,61,4.65,3.53,4.65,4.68,4.98,4.41,1,0.64,1163,1000,4266,311,4,3,2,1,12,1,0,1,0,0,1,0,105,52.5,-1.25949404208746
42,20717,90,73,1,3,1,0,"Brooklyn",2,1,1,30,730,1,34,339,47,4.96,4.87,4.96,4.85,4.98,4.91,4,0.66,187,1000,4258,156,5,2,1,1.5,10,1,0,0,0,0,1,1,85,42.5,0.613027366737586
43,20724,0,21,0,1,1,1,"Brooklyn",2,1,0,5,100,1,6,292,31,4.62,3.86,4.34,4.24,4.52,4.52,1,0.67,314,1000,3706,42,6,2,1,1.5,8,1,0,0,0,0,0,0,50,25,-1.44128081455511
44,20913,90,79,0,1,1,1,"Brooklyn",2,1,1,30,365,1,0,0,168,4.26,3.69,4.59,4.39,4.4,4.16,1,1.67,1170,1000,4255,210,5,3,2,1,8,1,0,0,0,0,0,0,80,40,-2.1557466469089
45,21456,80,60,0,1,1,1,"Manhattan",2,1,0,30,365,1,0,296,83,4.79,4.58,4.92,4.91,4.76,4.76,1,1.35,317,1000,4388,110,4,3,2,1,11,1,0,1,0,0,1,0,88,44,-0.239507406209103
46,21794,0,0,0,2,1,1,"Manhattan",2,1,1,30,1125,1,59,364,36,4.97,4.8,5,5,5,4.91,2,0.53,765,1000,4244,554,6,2,1,1,26,1,0,1,0,0,1,0,85,42.5,0.554946072240446
47,23135,81,36,0,5,1,1,"Brooklyn",2,1,1,3,45,1,24,326,262,4.84,4.86,4.84,4.72,4.64,4.67,3,2.78,80,743,4575,625,10,3,2,1,24,1,0,1,0,0,1,0,175,87.5,-0.113425393324023
48,23686,90,93,1,2,1,1,"Manhattan",4,3,3,7,1125,1,20,230,51,4.7,4.28,4.48,4.75,4.98,4.57,2,0.52,78,999,4221,155,8,3,2,2,49,1,1,1,1,1,1,0,500,125,-0.568123673716915
49,24285,100,100,0,1,1,1,"Brooklyn",5,4,6,30,180,1,0,255,89,4.76,4.93,4.95,4.76,4.76,4.85,1,0.75,125,1000,4213,66,5,3,2,3,42,1,0,1,0,1,1,0,220,44,-0.0149219657352637
50,25406,90,79,0,1,1,1,"Brooklyn",4,1,2,30,100,1,0,0,29,4.76,4.45,4.97,4.97,4.79,4.72,1,0.38,1227,1000,4197,300,5,3,2,1,14,1,0,1,1,0,1,0,83,20.75,-0.164346145991134
51,25696,100,79,0,1,1,1,"Manhattan",2,1,1,1,1125,1,2,307,190,4.85,4.67,4.92,4.88,4.65,4.73,1,2.25,642,1000,4193,50,5,2,1,1,37,1,0,1,1,1,1,0,100,50,0.0320992866355363
52,26362,100,98,1,2,1,1,"Manhattan",1,1,1,2,1125,1,17,300,395,4.64,4.72,4.83,4.82,4.84,4.65,2,3.59,81,1000,4323,257,4,2,2,0.5,19,1,0,1,0,0,1,0,75,75,-0.216588926029109
53,26785,100,100,1,2,1,1,"Brooklyn",3,1,1,30,1125,1,17,123,475,4.95,4.96,4.98,4.98,4.89,4.91,2,4.19,96,1000,4388,347,9,3,2,1,33,1,0,1,0,0,1,0,90,30,0.645733052290097
54,26969,100,100,0,1,1,1,"Brooklyn",6,3,4,30,1125,1,2,122,343,4.81,4.64,4.91,4.9,4.95,4.81,1,2.9,338,1000,4176,352,4,3,2,1.5,12,1,0,1,0,0,1,0,165,27.5,0.111125847602316
55,27006,100,79,0,1,1,1,"Manhattan",4,2,3,30,30,1,53,358,28,4.47,4.47,4.8,4.87,4.87,4.4,1,0.39,1200,1000,4176,135,5,3,2,1.5,35,1,0,1,1,1,1,0,225,56.25,-0.942690652819467
56,27644,100,93,1,1,1,1,"Manhattan",6,1,1,2,20,1,13,276,211,4.75,4.87,4.91,4.89,4.63,4.71,1,1.77,69,1000,4169,62,5,3,2,1,29,1,1,1,0,1,1,1,170,28.3333333333333,-0.101888753992427
57,28321,100,0,0,1,1,1,"Brooklyn",2,2,0,2,1095,1,0,209,9,4.17,3.83,4.33,4.33,4.67,4.17,1,0.07,1095,1000,4304,167,4,2,1,1,20,1,0,0,0,0,1,0,75,37.5,-2.14646124447935
58,28907,100,79,0,1,1,0,"Manhattan",4,1,2,30,30,1,3,218,21,4.94,5,4.88,4.88,4.94,4.88,1,0.22,1592,1000,4162,14,3,3,2,1,16,1,0,1,1,0,1,0,150,37.5,0.422363775451248
59,29013,100,86,1,0,1,1,"Brooklyn",2,1,1,30,730,1,0,0,66,4.3,4.56,4.75,4.66,4.34,4.51,5,0.59,156,972,4414,25,6,2,1,1,23,1,0,1,1,0,1,0,80,40,-1.11834274601952
60,29628,100,100,1,1,1,1,"Brooklyn",2,1,1,3,90,1,2,293,285,4.92,4.94,4.98,4.98,4.82,4.91,1,2.54,126,1000,4157,163,9,2,1,1,40,1,0,1,1,1,1,0,89,44.5,0.617458769373737
61,29683,90,63,0,1,1,1,"Manhattan",3,1,1,30,1125,1,0,298,115,4.87,4.84,4.83,4.92,4.89,4.64,2,1.16,66,999,4159,54,6,3,2,1,34,1,0,1,0,0,1,0,175,58.3333333333333,0.123222365601854
62,31130,100,67,1,3,1,1,"Manhattan",2,1,1,8.3,112.5,1,48,353,66,4.82,4.9,4.95,4.95,5,4.82,3,2.05,489,1000,4173,117,6,2,1,1,26,1,0,0,0,0,1,0,130,65,0.364787868036735
63,31555,90,50,1,1,1,1,"Manhattan",2,1,1,30,59,1,0,0,32,4.79,4.41,4.9,4.97,4.93,4.69,1,0.26,191,1000,4144,35,10,3,2,1,23,1,0,1,0,0,1,0,135,67.5,-0.00408212305327562
64,31902,90,79,0,1,1,1,"Brooklyn",2,3,1,30,90,1,59,178,4,4,4,4.33,4.33,4.33,4.33,1,0.03,770,1000,4142,2207,6,2,1,1,8,1,0,1,1,0,0,0,80,40,-2.47792311437284
65,31994,100,97,0,3,1,1,"Brooklyn",2,1,1,2,1125,1,36,337,479,4.65,4.39,4.73,4.73,4.72,4.57,2,5.08,82,1000,4141,18,4,2,2,1,25,1,1,1,0,0,1,0,86,43,-0.590230640589002
66,33009,95,76,1,1,1,1,"Brooklyn",2,1,1,4,60,1,15,260,265,4.96,4.98,4.98,4.98,4.96,4.9,1,2.84,85,1000,4132,42,8,3,2,1,23,1,0,1,0,0,1,0,215,107.5,0.618651227573129
67,33014,0,5,0,2,1,1,"Manhattan",3,2,2,1,1125,1,7,240,34,4.24,4.45,4.41,4.34,4.66,4.59,1,0.34,781,1000,4132,477,6,3,2,1,28,1,0,1,0,0,1,0,125,41.6666666666667,-1.73682223931284
68,33156,100,0,0,11,1,1,"Manhattan",2,1,1,120,180,1,26,198,20,5,5,5,5,5,5,1,0.23,355,999,4155,155,4,3,2,1,18,1,0,0,0,0,1,0,139,69.5,0.564778111512685
69,36442,0,0,0,1,1,1,"Brooklyn",4,2,4,30,60,1,28,333,4,4,4,3.67,4.67,3.67,3.33,1,0.05,1372,833,4142,242,6,3,2,1,14,1,0,1,0,0,1,0,121,30.25,-3.07379652161784
70,36647,90,79,0,1,1,1,"Manhattan",2,1,1,30,999,1,2,307,34,4.82,4.86,4.86,4.79,4.29,4.68,1,0.5,1604,1000,4110,0,8,2,2,1,14,1,0,1,1,0,1,0,59,29.5,-0.167722368372374
71,36703,100,8,0,1,1,1,"Manhattan",2,1,2,30,1125,1,1,276,136,4.89,4.9,4.88,4.89,4.98,4.76,1,1.34,918,1000,4109,193,5,3,2,1,24,1,0,1,1,0,1,0,200,100,0.289757167103733
72,38663,90,59,0,1,1,1,"Brooklyn",13,5,5,3,60,1,28,293,24,4.8,4.67,4.85,4.81,4.86,4.67,1,0.24,99,1000,4101,99,6,3,2,2.5,32,1,0,1,1,0,1,0,675,51.9230769230769,-0.102761713932366
73,39282,100,100,0,2,1,1,"Brooklyn",2,1,1,7,1125,1,0,1,231,4.81,4.58,4.93,4.86,4.85,4.76,1,2.41,95,1000,4098,821,6,2,1,1,28,1,0,1,0,1,1,0,79,39.5,0.122769288558215
74,39572,0,79,0,2,1,1,"Manhattan",2,1,1,30,1125,1,60,365,44,4.93,4.83,4.98,5,4.98,4.86,2,0.37,1157,866,4097,68,8,2,2,1,15,1,0,0,1,0,1,0,139,69.5,0.465360999763217
75,39586,100,67,1,3,1,1,"Manhattan",2,1,1,1,365,1,40,345,182,4.47,4.49,4.64,4.69,4.68,4.5,3,1.48,169,1000,4566,40,6,2,2,1,36,1,0,1,1,1,1,0,146,73,-0.975175571950498
76,39593,100,0,0,1,1,1,"Queens",1,1,2,90,365,1,34,153,29,4.86,4.91,4.95,4.95,4.73,4.91,1,0.24,906,1000,4187,328,4,2,1,1,32,1,0,0,0,0,1,0,79,79,0.306567304020658
77,39704,90,79,0,2,1,1,"Brooklyn",4,1,1,30,30,1,0,0,337,4.86,4.82,4.89,4.92,4.38,4.72,2,2.7,662,1000,4096,329,6,3,2,1,29,1,0,1,1,0,1,0,135,33.75,0.0405011651812465
78,42300,100,35,0,0,1,0,"Manhattan",4,2,3,5.2,30,1,12,255,61,4.63,4.65,4.83,4.83,4.58,4.54,1,0.58,91,1000,4085,86,5,3,2,2,15,1,0,1,1,0,1,0,500,125,-0.519045326887506
79,42729,81,36,0,5,1,1,"Brooklyn",2,1,1,30,90,1,60,365,169,4.76,4.77,4.72,4.68,4.54,4.6,3,1.67,642,1000,4575,625,10,3,2,1,17,1,0,1,0,0,1,0,175,87.5,-0.518975325630283
80,42882,90,0,1,1,1,1,"Staten Island",2,1,1,2,730,1,31,336,176,4.82,4.45,4.94,4.92,4.52,4.75,1,1.77,701,1000,4084,1018,8,2,1,1,30,1,0,1,1,0,1,0,70,35,-0.100474827990055
81,43726,100,81,1,2,1,1,"Manhattan",6,1,5,30,90,1,25,320,13,4.85,4.62,5,5,5,4.77,1,0.67,279,939,4079,298,5,3,2,1,33,1,0,1,1,1,1,0,250,41.6666666666667,0.0709231050683412
82,44096,100,48,0,3,1,1,"Bronx",1,1,1,1,21,1,28,147,278,4.95,4.84,4.96,4.98,4.52,4.89,3,2.25,75,1000,4080,443,4,2,1,1.5,12,1,0,1,0,0,1,1,45,45,0.466889685948163
83,44229,0,0,0,2,1,1,"Brooklyn",2,1,1,30,30,1,60,365,231,4.85,4.82,4.83,4.72,4.83,4.72,2,2.76,662,999,4088,121,8,2,2,1,5,1,0,1,0,0,1,0,110,55,0.0692508026794315
84,44288,80,6,0,3,1,1,"Manhattan",2,1,1,30,365,1,8,123,88,4.74,4.68,4.89,4.94,4.98,4.65,1,0.9,301,999,4077,312,11,3,2,1,31,1,0,1,1,0,1,0,131,65.5,0.0248546206688389
85,44973,100,88,0,1,1,1,"Brooklyn",2,1,0,30,180,1,1,153,122,4.83,4.71,4.85,4.93,4.52,4.68,1,1.09,65,656,4072,153,6,3,2,1,22,1,0,0,0,0,1,0,98,49,-0.141926836384599
86,45542,90,79,0,1,1,0,"Manhattan",4,2,2,30,1125,1,0,0,18,4.83,4.56,5,4.83,4.44,4.67,1,0.53,1026,843,4068,0,1,3,2,1,14,1,0,1,1,0,1,0,100,25,-0.196676687216536
87,45556,100,100,1,3,1,1,"Brooklyn",2,1,1,2,31,1,29,147,270,4.94,4.9,4.94,4.99,4.97,4.82,2,3.27,62,1000,4291,286,6,2,1,1.5,43,1,1,0,0,0,0,0,65,32.5,0.819617810483164
88,45910,90,40,1,5,1,1,"Queens",16,5,10,30,730,1,60,365,13,4.64,4.36,4.82,5,4.82,4.55,6,0.6,692,698,4066,28,5,3,2,2.5,16,1,0,1,1,0,1,0,395,24.6875,-0.46328725266389
89,45936,60,67,0,0,1,1,"Manhattan",2,1,0,31,730,1,21,237,129,4.59,4.48,4.86,4.87,4.88,4.6,1,1.09,660,1000,3724,174,4,2,1,1,10,1,0,1,1,0,1,1,75,37.5,-0.356651212525033
90,46544,90,0,0,1,1,1,"Brooklyn",2,1,0,30,200,1,0,235,58,4.8,4.35,4.84,4.94,4.88,4.69,1,0.57,565,1000,4610,316,6,3,2,1,14,1,0,1,0,0,1,0,150,75,-0.284687059256453
91,46911,100,100,0,3,1,1,"Brooklyn",2,1,1,3,1125,1,33,338,54,4.83,4.71,4.88,4.81,4.75,4.68,3,0.52,90,999,4060,33,5,2,1,1,25,1,0,1,0,0,1,0,115,57.5,-0.037250961547823
92,49048,100,86,1,0,1,1,"Brooklyn",3,1,2,30,365,1,0,214,21,4.15,4.05,4,4.15,4.2,4.15,5,0.26,63,1000,4414,25,6,2,2,2,32,1,0,1,1,0,1,0,90,30,-2.45868199170992
93,50447,97,100,1,3,1,1,"Brooklyn",4,1,2,3.9,180,1,10,292,188,4.72,4.78,4.9,4.9,4.88,4.8,3,1.8,85,1000,4591,606,7,3,2,1,58,1,1,0,1,0,1,0,151,37.75,-0.0519030629154695
94,51850,90,80,0,6,1,1,"Queens",2,1,1,30,365,1,56,361,53,4.47,4.7,4.5,4.48,3.88,4.38,5,0.4,762,1000,4452,243,4,2,1,1,17,1,0,1,0,0,1,0,65,32.5,-1.49256162372583
95,52689,100,100,0,1,1,1,"Queens",4,2,2,5.3,365,1,1,67,6,5,4.67,5,5,4.83,5,1,0.05,128,1000,4028,672,6,3,2,1,48,1,0,1,0,1,1,0,130,32.5,0.348699651340082
96,54508,100,100,0,3,1,1,"Brooklyn",2,1,1,2,3,1,34,311,105,4.86,4.67,4.91,4.88,4.95,4.83,3,0.87,65,1000,4060,33,5,2,1,2,26,1,0,1,0,0,1,0,60,30,0.218545538503434
97,54626,100,48,0,3,1,1,"Bronx",2,1,1,1,28,1,49,354,183,4.89,4.84,4.97,4.97,4.6,4.83,3,1.89,577,1000,4080,443,4,2,2,1.5,18,1,0,1,0,0,1,1,50,25,0.217813505068308
98,54694,90,80,0,6,1,1,"Queens",2,1,1,30,365,0,0,0,62,4.6,4.85,4.55,4.45,3.91,4.45,5,0.47,1457,1000,4452,243,4,2,1,1,12,1,0,1,0,0,1,0,65,32.5,-0.902702675622984
99,54860,100,96,0,1,1,1,"Manhattan",2,1,1,5,1125,1,10,273,236,4.89,4.88,4.96,4.87,4.47,4.8,1,2.26,63,1000,4012,1,8,2,2,1,23,1,0,0,1,0,1,0,100,50,0.183141552956712
100,55982,100,79,0,1,1,1,"Brooklyn",1,1,1,3,18,1,0,0,37,4.76,4.79,5,4.97,4.85,4.73,1,0.94,1020,1000,4004,452,5,2,1,1,19,1,0,1,0,0,1,0,85,85,0.283839523624007
101,56859,82,63,0,5,1,1,"Manhattan",2,1,1,3,30,1,45,75,208,4.73,4.56,4.67,4.75,4.49,4.64,2,1.75,494,1000,4015,263,6,2,1,1,56,1,0,1,0,0,1,0,86,43,-0.396729137961341
102,57166,100,99,1,13,1,0,"Queens",2,1,2,3,29,1,38,340,59,4.85,4.71,4.95,4.89,4.91,4.76,1,0.93,65,919,3996,186,3,3,2,1,31,1,1,1,0,0,1,0,175,87.5,0.0809344517055543
103,57297,80,75,0,1,1,1,"Brooklyn",3,1,1,30,90,1,1,93,242,4.83,4.81,4.95,4.94,4.89,4.62,1,2.93,348,1000,4071,585,8,3,2,1,41,1,0,1,0,0,0,0,162,54,0.262217745361475
104,57618,89,87,0,1,1,1,"Manhattan",4,1,2,3.2,365,1,4,4,114,4.88,4.73,4.92,4.94,4.87,4.66,1,1.33,72,1000,3992,1,5,3,2,1,32,1,0,1,0,1,1,0,250,62.5,0.16983439970464
105,57754,100,89,1,1,1,1,"Manhattan",2,1,1,2,7,1,7,203,139,4.99,4.97,4.96,5,4.97,4.9,1,1.68,64,999,3991,152,4,3,2,1,50,1,0,0,0,1,1,0,288,144,0.573099081546684
106,57874,100,98,1,2,1,1,"Manhattan",2,1,1,3,1125,1,12,291,279,4.92,4.94,4.9,4.92,4.56,4.79,2,2.5,84,1000,3990,537,6,3,2,1,28,1,0,1,0,0,1,0,160,80,0.214404511622571
107,57901,100,0,0,1,1,1,"Manhattan",1,1,1,60,422,1,1,278,9,4.38,3.88,4.63,5,5,4.63,2,0.07,1587,1000,3990,334,5,2,1,1,18,1,0,0,1,0,1,0,45,45,-1.10771279344225
108,58059,100,95,1,2,1,1,"Manhattan",2,1,1,2,1125,1,9,188,557,4.66,4.73,4.74,4.81,4.65,4.7,2,4.74,69,1000,3988,464,4,2,2,1.5,41,1,0,1,1,0,1,0,55,27.5,-0.157313597495025
109,58062,90,79,0,1,1,0,"Brooklyn",4,2,3,2,30,1,0,215,25,4.72,4.64,4.76,4.76,4.84,4.8,1,0.92,596,1000,3988,337,3,2,2,1,27,1,0,1,1,0,0,1,139,34.75,-0.109332845131104
110,59014,0,79,0,1,1,1,"Manhattan",2,1,1,30,90,1,60,365,57,4.82,4.67,4.85,4.98,4.69,4.6,1,0.53,594,1000,3981,1305,4,3,2,1,17,1,0,0,0,0,1,0,150,75,-0.239807847527431
111,59709,90,44,1,0,1,1,"Manhattan",5,2,2,7,31,1,31,85,27,4.78,4.37,4.81,4.96,4.67,4.52,2,0.35,71,1000,4084,233,7,3,2,1,27,1,0,1,0,0,1,0,229,45.8,-0.30280766254
112,60164,90,79,0,1,1,1,"Manhattan",6,3,3,30,365,1,20,79,106,4.55,4.14,4.52,4.57,4.49,4.21,1,1.63,673,1000,3974,167,8,3,2,1,15,1,0,1,0,0,1,0,500,83.3333333333333,-1.30481501433679
113,60457,90,79,0,0,1,1,"Manhattan",3,1,1,30,365,1,0,0,10,4.71,4.29,4.86,5,5,4.71,1,0.08,796,1000,4210,41,4,3,2,1,20,1,0,1,1,0,1,0,250,83.3333333333333,-0.292064193987339
