"...1","id","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","accommodates","bedrooms","beds","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_60","availability_365","number_of_reviews","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","calculated_host_listings_count","reviews_per_month","n_days_last_review","n_character_in_desription","n_days_host_since","n_characters_in_host_about","n_host_verifications","classes_property_type","bathrooms_type","bathroom_number","n_amenities","amenities_Wifi","amenities_Backyard","amenities_TV","amenities_Washer","amenities_Dishwasher","amenities_AC","amenities_Breakfast","price_new","price_per_accomate","lasso_rating"
947,940115,100,100,0,2,1,1,"Brooklyn",2,1,0,30,352,1,0,216,16,4.6,4.27,4.73,4.93,4.33,4.4,1,0.18,818,1000,3156,0,4,3,2,1,16,1,0,0,0,0,0,0,69,34.5,-0.993999825828413
948,940116,100,79,1,2,1,1,"Brooklyn",1,1,1,5,45,1,0,185,44,4.91,4.98,4.98,5,4.75,4.88,2,0.47,671,1000,3540,920,5,2,1,1,15,1,0,0,0,0,0,0,59,59,0.63471153915821
949,944049,90,79,0,1,1,1,"Manhattan",2,1,1,30,1125,1,0,0,69,4.93,4.75,4.93,4.97,4.97,4.74,1,1.11,595,1000,3493,71,6,3,2,1,19,1,0,1,0,0,1,0,150,75,0.408643262798129
950,944840,90,0,0,1,1,1,"Brooklyn",2,1,1,14,1125,1,0,19,14,4.86,3.64,4.79,5,5,4.86,1,0.14,979,1000,3152,239,4,3,2,1,18,1,0,0,1,0,1,0,75,37.5,-0.457003600701252
951,945297,100,99,1,1,1,1,"Manhattan",2,1,1,1,1125,1,6,270,509,4.72,4.74,4.87,4.92,4.89,4.7,1,5.04,76,1000,3155,60,7,2,1,1,22,1,0,1,0,0,1,0,73,36.5,0.199756130620414
952,949159,90,29,1,1,1,1,"Brooklyn",2,1,1,30,1125,1,0,0,4,4.75,4.75,4.75,5,5,4.5,1,0.09,323,929,3394,543,6,3,2,1,18,1,0,1,1,0,1,0,69,34.5,0.160431593901198
953,949713,90,79,1,1,1,1,"Brooklyn",4,1,1,90,350,1,53,83,32,4.86,4.69,4.72,4.83,4.45,4.55,1,0.31,660,1000,3642,601,4,3,2,2,33,1,0,1,1,1,1,0,400,100,-0.280774834305016
954,951365,100,76,1,2,1,1,"Queens",2,1,1,3,365,1,15,311,98,4.92,4.73,4.94,4.95,4.75,4.82,1,0.97,104,1000,3395,160,5,3,2,1,30,1,1,0,0,0,1,0,115,57.5,0.194745718030446
955,953314,0,79,0,1,1,1,"Manhattan",12,3,6,30,1125,1,60,365,155,4.67,4.26,4.74,4.73,4.87,4.61,1,1.76,740,1000,3147,78,5,3,2,3,26,1,0,1,1,0,1,0,789,65.75,-0.715511356290733
956,955542,100,67,0,2,1,0,"Brooklyn",2,1,1,3,32,1,0,0,13,4.62,4.38,4.77,4.92,5,4.54,3,0.13,1068,1000,3167,3600,5,2,2,1.5,19,1,0,1,1,0,1,0,79,39.5,-0.251839752264746
957,956412,100,100,0,2,1,1,"Brooklyn",6,2,3,2,1125,1,23,261,284,4.85,4.75,4.79,4.86,4.87,4.58,2,3.39,84,1000,3796,49,8,3,2,1,9,1,0,1,0,0,1,0,364,60.6666666666667,0.0327552744249652
958,956573,100,67,0,2,1,0,"Brooklyn",2,1,1,1,14,1,0,0,66,4.85,4.78,4.98,4.94,4.91,4.77,3,0.89,91,1000,3167,3600,5,2,1,1,13,1,0,0,1,0,0,0,88,44,0.510872532914475
959,957002,100,100,0,1,1,1,"Manhattan",2,1,2,30,30,1,29,334,147,4.57,4.57,4.7,4.76,4.51,4.43,1,1.68,323,1000,3144,523,8,3,2,1,24,1,0,0,0,0,1,0,100,50,-0.915569311664065
960,957642,100,100,0,4,1,1,"Brooklyn",3,1,2,5,1125,1,36,341,130,3.93,3.64,4.67,4.61,4.11,4.21,3,1.71,90,1000,3626,188,4,2,1,1.5,21,1,0,0,0,0,1,1,55,18.3333333333333,-2.73973882664881
961,958444,100,98,1,1,1,0,"Bronx",2,1,2,3,1125,1,26,45,100,4.91,4.92,4.95,4.94,4.86,4.88,1,1.2,69,1000,3144,129,3,3,2,1,38,1,1,1,1,0,1,0,106,53,0.522831833908864
962,959791,90,0,0,1,1,1,"Brooklyn",1,1,1,30,1125,0,0,0,19,4.82,4.12,4.94,4.82,4.65,4.65,1,0.53,726,1000,3456,132,6,3,2,1,21,1,0,1,0,0,1,0,102,102,-0.406506021770173
963,959871,90,79,0,3,1,1,"Brooklyn",2,1,0,30,1125,1,0,0,16,5,4.33,4.93,5,4.8,4.8,2,0.33,1007,1000,3506,266,11,2,2,2,8,1,0,1,1,0,1,0,90,45,0.402290186072599
964,964379,100,90,1,4,1,1,"Brooklyn",5,3,3,30,360,1,33,338,17,4.88,4.53,5,5,4.71,4.76,2,0.43,395,1000,3807,429,6,3,2,2,39,1,1,1,1,1,1,0,200,40,0.0186589310464108
965,966104,100,79,0,1,1,1,"Manhattan",2,1,1,30,1125,1,0,91,51,4.86,4.82,4.96,4.84,4.61,4.84,1,0.56,1093,1000,3140,272,5,2,1,1,9,1,0,1,0,0,1,0,78,39,0.216834293605217
966,970302,90,79,0,0,1,1,"Brooklyn",5,2,2,30,1125,1,0,4,167,4.75,4.63,4.84,4.85,4.11,4.55,2,1.68,1006,1000,3137,308,7,3,2,1,36,1,1,1,0,0,1,0,165,33,-0.456745137026322
967,971247,100,79,1,1,1,1,"Manhattan",3,1,1,3,14,1,0,36,177,4.89,4.78,4.99,4.98,4.72,4.72,1,1.83,686,1000,3137,316,4,3,2,1,8,1,0,0,0,0,1,0,190,63.3333333333333,0.30425231135826
968,972426,70,40,1,5,1,1,"Brooklyn",1,1,1,30,1125,1,20,277,7,4.29,3.71,4,4.71,4.86,4.43,5,0.07,1018,1000,4054,84,7,2,1,1,29,1,0,1,1,0,1,0,89,89,-1.77067673683446
969,973535,92,100,0,7,1,1,"Queens",4,1,1,30,1125,1,57,362,171,4.47,4.46,4.85,4.83,4.52,4.51,6,1.72,332,1000,3346,720,6,3,2,1,11,1,0,1,0,0,1,0,99,24.75,-1.12989975920553
970,975250,100,83,1,3,1,1,"Brooklyn",1,1,1,1,365,1,32,152,22,4.82,4.82,4.86,4.95,4.76,4.76,3,0.37,728,1000,3292,136,5,2,1,1,29,1,1,0,1,1,1,0,70,70,0.264277016213375
971,975990,90,0,0,1,1,0,"Brooklyn",2,1,1,30,1125,1,58,363,14,4.29,3.43,4.71,4.79,4.86,4,1,0.17,675,812,3135,476,4,3,2,1,5,1,0,1,0,0,1,0,300,150,-1.98556577587934
972,976167,100,100,0,1,1,1,"Brooklyn",4,1,2,30,1125,1,7,224,33,4.67,4.37,4.9,4.87,4.77,4.47,1,0.47,1580,1000,3135,23,4,3,2,1,22,1,0,1,1,0,1,0,149,37.25,-0.574753679265332
973,976242,0,100,0,1,1,1,"Manhattan",4,1,2,30,1125,1,2,187,41,4.83,4.3,4.68,4.53,4.88,4.55,1,0.46,352,1000,3727,198,5,3,2,1,21,1,0,1,0,0,1,0,100,25,-0.540476614844542
974,978120,100,100,0,1,1,1,"Manhattan",2,1,1,6,1125,1,2,2,21,4.65,4.57,5,5,4.95,4.6,1,0.38,748,70,3903,72,4,3,2,1,15,1,0,1,0,0,1,0,199,99.5,-0.154359110762724
975,978386,100,86,0,1,1,1,"Queens",2,1,1,30,1125,1,1,216,304,4.55,4.51,4.8,4.87,4.7,4.52,1,3.29,135,1000,3134,737,9,3,2,1,19,1,1,1,0,0,1,0,86,43,-0.621636856329433
976,978615,90,33,0,2,1,1,"Queens",4,1,2,30,30,1,60,365,197,4.65,4.57,4.77,4.75,4.77,4.62,2,2.1,623,999,3133,172,6,2,1,1,22,1,0,1,0,0,1,0,82,20.5,-0.468734035815114
977,980561,50,25,0,1,1,1,"Manhattan",3,1,1,30,365,1,0,30,37,4.34,3.48,4.55,4.69,4.41,4.41,1,0.49,1206,980,4536,120,6,3,2,1,13,1,0,0,0,0,1,0,95,31.6666666666667,-2.04584587679257
978,982038,50,21,0,2,1,0,"Brooklyn",2,1,1,9,31,1,2,240,8,4.86,4.71,4.86,4.71,5,4.86,2,0.21,212,1000,3132,84,4,3,2,1,18,1,0,0,0,0,1,0,100,50,0.0320020318258556
979,982276,78,79,0,0,1,1,"Manhattan",1,1,1,60,180,1,60,270,49,4.78,4.69,5,4.9,4.56,4.75,1,0.92,631,999,3598,395,8,2,2,1.5,24,1,0,0,0,0,1,0,98,98,-0.140436484189493
980,983625,100,100,0,4,1,1,"Manhattan",2,1,1,30,1125,1,0,275,194,4.84,4.59,4.86,4.92,4.55,4.62,3,2.04,400,999,3198,127,4,3,2,1,32,1,0,1,0,1,1,0,145,72.5,-0.297177405970556
981,984721,100,90,1,4,1,1,"Brooklyn",2,1,2,30,366,1,2,307,29,4.82,4.68,4.93,5,4.54,4.61,2,0.48,351,1000,3807,429,6,3,2,1,28,1,1,1,0,0,1,0,71,35.5,-0.09371944685567
982,986727,71,95,0,2,1,1,"Manhattan",6,2,5,3,1125,1,0,215,327,4.67,4.45,4.86,4.89,4.42,4.62,2,3.28,574,999,3129,13,4,3,2,1,7,1,0,1,0,0,1,0,165,27.5,-0.603958994752849
983,987329,90,33,0,2,1,1,"Queens",3,1,3,30,30,1,60,365,83,4.71,4.7,4.84,4.71,4.69,4.59,2,1.32,299,1000,3133,172,6,2,1,1,21,1,0,1,0,0,1,0,95,31.6666666666667,-0.345135287405087
984,989324,100,89,1,1,1,1,"Manhattan",2,1,1,2,1125,1,0,0,184,4.9,4.78,4.93,4.95,4.92,4.87,1,2.06,97,1000,3443,841,4,2,1,1,37,1,0,1,0,0,0,0,88,44,0.630651293762999
985,989976,100,91,0,1,1,1,"Queens",7,3,4,3,1125,1,37,335,113,4.84,4.75,4.93,4.87,4.66,4.74,1,1.33,82,1000,3128,28,4,3,2,2,23,1,0,1,0,0,1,0,180,25.7142857142857,-0.0674113326949494
986,992508,95,55,0,8,1,1,"Manhattan",2,1,2,2,120,1,0,0,67,4.75,4.42,4.86,4.88,4.74,4.73,4,0.7,138,1000,3184,545,4,2,1,1,24,1,0,1,0,0,1,0,59,29.5,-0.140510942666023
987,993040,90,83,0,1,1,1,"Manhattan",5,2,3,2,300,1,0,0,211,4.22,4,4.64,4.74,4.41,4.35,1,2.2,275,1000,3126,790,10,3,2,1,36,1,0,1,1,0,1,0,132,26.4,-1.71297497814701
988,993514,100,81,1,8,1,1,"Manhattan",4,1,2,30,1125,1,60,365,10,4.78,4.78,5,4.89,5,4.33,8,0.22,218,1000,2709,14,7,3,2,1,40,1,0,1,1,1,1,0,189,47.25,-0.04804095016209
989,993575,100,81,1,8,1,1,"Manhattan",3,1,2,30,1125,1,49,354,19,4.89,4.89,4.94,5,5,4.78,8,0.73,172,1000,2709,14,7,3,2,1,54,1,0,1,0,1,1,0,192,64,0.255775380086534
990,993576,100,81,1,8,1,1,"Manhattan",4,1,2,30,1125,1,33,338,10,4.8,5,4.8,5,4.7,4.3,8,0.22,65,1000,2709,14,7,3,2,1,54,1,0,1,0,1,1,0,186,46.5,-0.0123647967992032
991,995169,90,79,0,1,1,1,"Manhattan",3,2,1,30,1125,1,0,0,44,4.98,4.93,4.91,5,5,4.82,1,1.2,125,915,1239,0,4,3,2,1,44,1,0,1,0,1,1,0,299,99.6666666666667,0.60265415351851
992,995187,65,47,0,2,1,1,"Brooklyn",6,3,3,4,1125,1,10,287,90,4.8,4.54,4.82,4.93,4.64,4.6,1,0.89,641,716,3379,669,4,3,2,1,26,1,0,1,1,0,1,0,275,45.8333333333333,-0.259585040673653
993,997404,22,0,0,1,1,1,"Brooklyn",4,1,2,30,30,1,35,340,218,4.86,4.73,4.96,4.97,4.54,4.81,1,2.15,638,1000,3125,289,7,3,2,1,27,1,1,1,0,0,1,0,145,36.25,-0.0112797289473114
994,999984,100,100,0,1,1,1,"Manhattan",3,1,1,30,365,1,26,331,118,4.66,4.65,4.61,4.71,4.93,4.43,1,4.26,695,1000,3126,0,5,3,2,1,16,1,0,1,1,0,1,0,300,100,-0.557708677084595
995,1001147,100,0,0,4,1,1,"Brooklyn",2,1,1,30,60,1,2,6,103,4.93,4.8,4.94,4.92,4.42,4.81,3,1.47,766,1000,3328,668,7,2,2,1,19,1,0,0,1,0,1,0,55,27.5,0.29406122296895
996,1003754,100,100,1,1,1,1,"Brooklyn",2,1,1,7,45,1,13,65,100,4.91,4.92,4.95,4.92,4.92,4.84,1,1.67,787,999,3122,709,4,3,2,1,30,1,0,1,0,1,1,0,195,97.5,0.39467599755651
997,1009883,100,90,1,2,1,1,"Brooklyn",4,2,4,3,30,1,1,2,56,4.98,4.92,4.9,4.96,4.96,4.81,2,0.7,85,844,3933,106,4,3,2,1.5,35,1,1,1,1,1,1,0,350,87.5,0.661632344273722
998,1009973,90,79,0,3,1,1,"Brooklyn",4,1,1,30,1125,1,60,365,16,4.53,3.33,4.57,4.47,4.53,3.8,3,0.16,642,1000,3119,567,5,2,1,1,20,1,0,1,1,0,1,0,70,17.5,-1.91471053450186
999,1016004,90,79,1,5,1,1,"Queens",2,1,0,30,31,1,0,0,176,4.87,4.88,4.96,4.98,4.79,4.88,3,1.76,651,1000,3118,2205,7,1,1,1,29,1,0,1,0,0,1,0,39,19.5,0.705211994900682
1000,1016105,90,79,0,1,1,1,"Brooklyn",6,4,4,30,1125,1,0,0,10,4.9,4.7,5,4.89,5,4.78,1,0.12,1142,1000,3117,195,4,3,2,2,29,1,0,1,1,1,1,0,200,33.3333333333333,0.367666051853352
1001,1018181,90,79,0,1,1,0,"Brooklyn",2,1,1,30,90,1,59,364,10,3.89,4.33,4.56,4.33,4.33,4.44,1,0.1,722,1000,1003,0,2,2,1,1,17,1,0,0,0,1,0,0,74,37,-2.49636432671467
1002,1018529,90,65,1,2,1,1,"Brooklyn",4,2,2,30,900,1,24,266,76,4.94,4.82,4.97,4.96,4.72,4.82,1,1.61,96,999,3116,339,6,3,2,2,34,1,0,1,1,1,1,0,240,60,0.299517842662584
1003,1021491,90,79,0,1,1,0,"Brooklyn",2,1,1,30,40,1,0,157,15,4.93,3.73,4.93,4.93,5,4.87,1,0.42,661,1000,3115,128,2,3,2,1.5,14,1,0,0,0,0,1,0,59,29.5,-0.32592638925871
1004,1023529,100,88,1,2,1,1,"Manhattan",1,1,1,7,30,1,15,15,185,4.83,4.76,4.81,4.85,4.42,4.72,1,2.2,605,883,3114,754,6,2,1,1,22,1,0,0,0,0,1,0,55,55,0.101915162458062
1005,1025001,100,80,0,1,1,1,"Queens",3,1,1,4,1125,1,0,216,151,4.87,4.92,4.96,4.99,4.74,4.82,1,1.49,68,1000,3114,247,6,2,1,1,39,1,1,1,0,0,1,1,80,26.6666666666667,0.504405654055679
1006,1025786,90,0,1,1,1,1,"Queens",1,1,0,5,90,1,2,307,13,4.46,4.31,4.69,5,4.69,4.54,1,0.36,850,1000,3113,292,6,2,1,1,14,1,0,0,0,0,1,0,71,71,-0.764678463333657
1007,1026683,80,82,0,3,1,1,"Bronx",2,1,0,2,1125,1,57,362,14,4.77,4.92,5,4.77,4.62,4.77,2,0.28,642,1000,3113,660,6,2,1,1,6,1,0,1,0,0,1,0,85,42.5,-0.0648596206778494
1008,1027808,100,79,0,1,1,1,"Manhattan",5,2,2,30,365,1,2,307,52,4.92,4.67,4.98,5,4.84,4.69,1,1.41,673,1000,3113,127,5,3,2,1.5,31,1,0,1,1,1,1,0,549,109.8,0.128692228619375
1009,1029808,90,79,0,1,1,1,"Brooklyn",2,1,1,5,10,1,0,0,12,4.82,5,4.91,4.91,4.64,4.82,1,0.35,953,1000,3138,492,7,3,2,1,16,1,0,0,0,0,1,0,90,45,0.175374299107855
1010,1030254,100,89,0,6,1,1,"Brooklyn",1,1,1,30,1125,1,0,184,73,4.85,4.71,4.86,4.9,4.58,4.82,3,0.91,377,999,3487,404,8,2,1,1.5,16,1,0,1,1,0,1,0,45,45,0.134701466031508
1011,1030392,70,40,1,5,1,1,"Brooklyn",7,4,4,30,1125,1,26,117,59,4.88,4.55,4.83,4.78,4.72,4.7,5,0.64,154,1000,4054,84,7,3,2,2,45,1,1,1,1,1,1,1,215,30.7142857142857,0.0336047199967436
1012,1034143,50,0,0,0,1,1,"Manhattan",2,1,1,30,46,1,29,334,6,4.75,4.5,5,5,5,4.5,1,0.06,1388,999,3175,77,4,3,2,1,10,1,0,1,0,0,1,0,100,50,-0.171543618451795
1013,1034347,100,84,0,2,1,1,"Brooklyn",1,1,1,7,28,1,15,41,13,4.92,5,5,5,4.92,4.69,2,0.58,149,1000,3623,190,6,3,2,1,32,1,0,0,0,0,0,0,65,65,0.565874299414079
1014,1036498,100,100,1,2,1,1,"Queens",1,1,1,30,1125,1,34,339,78,4.53,4.76,4.83,4.82,4.73,4.54,3,0.78,348,999,3340,383,8,2,1,1,23,1,0,1,0,0,1,0,89,89,-0.435091924129263
1015,1036734,91,68,0,2,1,1,"Manhattan",2,1,1,19.7,58.9,1,19,263,266,4.84,4.72,4.77,4.79,4.83,4.74,1,2.63,122,999,3109,84,5,3,2,1,21,1,0,1,0,1,1,0,81,40.5,-0.131259169720038
1016,1039984,100,79,1,5,1,1,"Brooklyn",5,2,4,30,365,1,2,307,56,4.83,4.35,4.94,4.96,4.45,4.72,3,0.67,88,828,3127,467,4,3,2,1,30,1,0,1,0,0,1,0,125,25,-0.382107299641221
1017,1040156,100,100,1,0,1,1,"Manhattan",6,2,3,6,365,1,0,250,135,4.92,4.77,4.96,4.97,4.92,4.78,2,1.36,72,1000,3289,252,5,3,2,2,56,1,1,1,1,1,1,0,709,118.166666666667,0.354645394648466
1018,1040182,100,100,0,4,1,1,"Brooklyn",1,1,0,5,1125,1,16,321,80,4.49,4.01,4.75,4.7,4.18,4.45,3,0.96,128,1000,3626,188,4,2,1,1.5,12,1,0,0,0,0,1,1,43,43,-1.41071693175352
1019,1041996,100,86,0,2,1,0,"Manhattan",1,1,1,2,1125,1,0,153,58,4.98,4.83,4.88,4.93,4.74,4.93,2,2.26,113,1000,3705,174,4,2,2,1,15,1,0,0,0,0,0,0,50,50,0.518904278126459
1020,1042806,100,82,1,3,1,1,"Queens",2,1,1,2,38,1,15,172,309,4.8,4.78,4.9,4.87,4.57,4.78,3,3.61,76,1000,3394,454,5,2,1,1,29,1,1,1,0,0,1,0,59,29.5,0.167875916813586
1021,1043046,90,79,0,1,1,1,"Manhattan",2,1,1,30,31,1,0,0,73,4.93,4.77,4.92,4.92,4.97,4.67,1,0.85,1074,1000,3434,160,4,3,2,1,30,1,0,0,1,0,1,0,159,79.5,0.383714625859452
1022,1044731,90,79,1,1,1,1,"Brooklyn",2,1,1,30,30,1,60,365,64,4.89,4.92,4.92,4.92,4.4,4.69,1,0.9,612,446,3106,60,5,2,2,1,25,1,0,1,1,0,1,0,109,54.5,0.133048908366851
1023,1046443,100,50,0,2,1,1,"Queens",2,1,1,1,1125,1,54,359,19,4.89,4.53,4.94,5,4.61,4.78,2,0.49,64,999,3106,344,6,2,1,1,23,1,0,1,1,0,1,0,90,45,0.0219835392302277
1024,1048190,90,79,0,1,1,1,"Brooklyn",2,1,1,30,1124,1,0,0,26,4.96,4.77,5,4.92,4.73,4.85,1,0.47,868,999,3732,274,9,3,2,1,36,1,1,1,1,1,1,0,175,87.5,0.352303419210179
1025,1049224,100,80,0,3,1,1,"Manhattan",6,2,5,30,1125,1,0,86,34,4.81,4.18,4.53,4.5,4.44,4.63,2,0.35,94,1000,3522,1260,6,3,2,2.5,23,1,0,1,1,0,1,0,240,40,-0.836197580883761
1026,1053523,50,79,0,1,1,1,"Manhattan",4,2,2,30,30,1,33,153,7,5,4.86,5,5,5,4.71,1,0.07,1394,573,3248,212,9,3,2,1,9,0,0,1,1,0,1,0,450,112.5,0.549807157465813
1027,1056185,90,69,1,3,1,1,"Brooklyn",2,1,1,3,100,1,0,0,400,4.89,4.72,4.91,4.89,4.38,4.81,3,4.28,84,1000,3766,1964,6,3,2,1,36,1,1,1,0,1,1,0,83,41.5,0.0636149775155633
1028,1056445,0,0,0,1,1,1,"Manhattan",2,1,1,30,32,1,60,180,97,4.68,4.69,4.66,4.71,4.92,4.33,1,1.01,493,1000,3553,530,7,3,2,1,29,1,0,1,0,1,1,0,284,142,-0.4760135426667
1029,1060019,100,76,1,1,1,1,"Manhattan",4,1,1,1,120,1,8,262,136,4.92,4.86,4.9,4.98,4.89,4.74,1,1.62,80,999,3101,277,6,3,2,1.5,35,1,0,1,1,0,1,0,299,74.75,0.40129355954186
1030,1063020,100,86,1,2,1,1,"Manhattan",2,1,0,31,365,1,0,34,237,4.9,4.91,4.91,4.94,4.36,4.79,2,2.39,86,1000,3100,285,5,3,2,1,23,1,0,1,1,0,1,0,85,42.5,0.206627242918787
1031,1069287,90,79,0,2,1,1,"Brooklyn",2,1,1,30,1125,1,0,0,15,4.79,4.43,5,5,4.86,4.57,1,0.15,1441,999,3098,634,8,3,2,1,15,1,0,0,1,0,1,0,83,41.5,-0.0336296863805219
1032,1071783,70,78,0,0,1,1,"Manhattan",3,1,1,30,1125,1,60,365,88,4.68,4.35,4.74,4.84,3.82,4.54,1,0.91,371,885,3185,291,6,2,2,1,6,1,0,1,0,0,0,0,50,16.6666666666667,-1.0582055330248
1033,1072481,100,55,0,2,1,1,"Manhattan",2,1,2,1,28,1,0,24,272,4.74,4.16,4.9,4.9,4.94,4.75,1,2.8,76,547,3125,117,6,2,1,1,16,1,0,1,0,0,1,0,53,26.5,-0.10766732837207
1034,1073635,0,79,0,1,1,1,"Brooklyn",4,1,1,30,1125,0,0,0,310,4.91,4.92,4.91,4.8,4.93,4.81,1,3.36,572,999,3235,79,5,3,2,1,24,1,0,1,1,0,1,0,148,37,0.48501288721751
1035,1073780,100,91,0,2,1,1,"Brooklyn",4,2,2,30,366,1,1,1,23,4.7,4.17,4.57,4.83,4.7,4.61,1,0.49,308,1000,3675,11,11,3,2,1,32,1,0,1,1,1,1,0,100,25,-0.699705105449321
1036,1074107,0,79,0,0,1,1,"Manhattan",2,1,1,30,60,1,59,179,6,5,5,5,5,5,5,1,0.28,668,1000,3737,16,6,2,2,1,28,1,0,1,0,1,1,0,169,84.5,0.705740150087507
1037,1077375,90,79,0,0,1,1,"Queens",3,1,1,30,1125,1,60,365,142,4.6,4.33,4.47,4.32,4.34,4.34,1,1.47,763,1000,3100,51,7,2,1,1,7,1,0,1,0,0,1,0,75,25,-1.30956596914332
1038,1080543,100,65,1,1,1,1,"Brooklyn",2,1,2,2,30,1,8,299,86,4.83,4.54,4.82,4.89,4.49,4.8,1,0.88,78,868,3094,341,4,3,2,1,23,1,0,1,0,0,1,0,129,64.5,-0.312044430948826
1039,1080766,90,79,1,1,1,1,"Manhattan",2,1,1,30,1125,0,0,0,267,4.82,4.8,4.84,4.89,4.9,4.62,1,2.71,601,999,3094,341,8,2,1,1,31,1,0,1,1,1,1,0,148,74,0.459380416501922
1040,1080839,90,79,0,2,1,1,"Manhattan",2,1,1,30,180,1,0,0,36,4.57,4.54,4.82,4.8,4.83,4.63,2,0.61,1372,1000,3323,331,10,2,1,1,20,1,0,0,1,0,1,0,150,75,-0.329765464283137
1041,1083888,60,33,1,2,1,1,"Brooklyn",2,1,1,30,30,1,59,149,19,4.79,5,5,5,4.63,4.95,1,0.27,570,999,3093,867,5,2,2,1,28,1,0,1,0,0,1,0,75,37.5,0.267013416137073
1042,1087215,43,0,0,1,1,1,"Manhattan",3,1,1,30,60,1,58,178,49,4.98,4.92,5,4.94,4.96,4.94,1,0.52,951,1000,3503,14,5,3,2,2,21,1,0,1,1,0,1,0,300,100,0.53673960892019
1043,1089542,90,79,1,2,1,1,"Brooklyn",2,1,1,30,90,1,28,148,279,4.6,4.55,4.81,4.87,4.3,4.66,2,2.87,594,999,3775,359,5,2,1,1,53,1,0,1,1,1,1,0,48,24,-0.582004584766751
1044,1089619,100,100,0,6,1,1,"Manhattan",2,3,1,31,1125,1,39,344,34,4.91,4.79,4.97,5,4.75,4.81,6,0.66,786,999,3091,102,6,2,2,1,31,1,0,1,1,0,1,0,55,27.5,0.306801589992121
1045,1091840,95,55,0,8,1,1,"Manhattan",2,1,1,1,90,1,0,0,157,4.67,4.35,4.82,4.88,4.45,4.53,4,1.57,338,1000,3184,545,4,2,1,1,23,1,0,1,0,0,1,0,379,189.5,-0.498731086547366
1046,1093977,90,79,0,1,1,1,"Manhattan",2,1,1,30,90,1,0,0,23,5,4.96,4.96,4.91,4.61,4.95,1,0.38,1508,573,3089,190,8,3,2,1,8,1,0,0,1,0,1,0,85,42.5,0.501708481346954
1047,1095106,100,79,1,1,1,1,"Brooklyn",1,1,1,30,30,1,59,89,58,4.8,4.75,4.96,4.93,4.85,4.67,2,0.91,1025,1000,3089,325,6,2,1,1,12,1,0,0,0,0,1,0,75,75,0.260818584402457
1048,1098863,100,45,0,3,1,1,"Brooklyn",2,1,1,2,45,1,55,360,151,4.74,4.63,4.89,4.89,4.47,4.64,2,1.81,323,1000,3425,38,8,3,2,1,22,1,0,1,0,0,1,0,125,62.5,-0.484143532786671
1049,1100421,90,79,0,1,1,1,"Brooklyn",2,1,1,30,1125,1,0,276,41,4.88,4.93,4.93,4.9,4.93,4.66,1,0.41,131,1000,3567,88,4,3,2,1,36,1,0,1,1,1,1,0,165,82.5,0.201042961302717
1050,1101035,100,0,1,1,1,1,"Brooklyn",3,1,1,31,365,1,0,0,246,4.94,4.9,4.96,4.94,4.87,4.83,1,2.78,584,1000,3087,422,6,3,2,1,33,1,0,1,1,1,1,0,189,63,0.545117254928681
1051,1101224,100,29,1,1,1,1,"Brooklyn",4,3,3,12,175,1,6,233,34,4.88,4.85,5,4.85,4.44,4.79,1,0.61,157,1000,4786,726,6,3,2,1,14,1,1,0,1,0,1,0,139,34.75,0.0919946186905674
1052,1102942,90,79,0,2,1,1,"Manhattan",2,1,2,30,1125,1,3,308,72,4.83,4.45,4.68,4.59,4.9,4.75,1,0.74,574,1000,3086,48,6,3,2,1,20,1,0,1,1,0,1,0,217,108.5,-0.425744345799202
1053,1108309,100,67,0,2,1,1,"Brooklyn",4,1,2,30,365,1,33,62,74,4.65,4.5,4.86,4.96,4.37,4.59,2,0.8,430,999,3693,117,5,3,2,0.5,7,1,0,1,0,0,1,0,95,23.75,-0.672904803893453
1054,1110484,92,47,0,1,1,1,"Brooklyn",2,1,1,30,1122,1,26,307,41,4.98,4.93,4.9,4.9,5,4.83,1,0.41,323,716,3532,3,5,3,2,1,31,1,0,1,0,1,1,0,190,95,0.364342293356754
1055,1112407,100,99,0,3,1,1,"Manhattan",4,1,2,4,1125,1,11,186,88,4.83,4.66,4.87,4.92,4.85,4.69,2,0.88,70,999,3083,924,5,3,2,1,22,1,0,1,0,0,1,0,89,22.25,-0.0354413627232497
1056,1114409,90,0,0,3,1,1,"Brooklyn",4,2,2,30,90,1,0,0,25,4.7,4.57,4.78,4.78,4.78,4.48,2,0.37,750,999,4004,987,7,3,2,1,22,1,0,0,0,0,1,0,80,20,-0.352057366783252
1057,1114493,90,0,0,3,1,1,"Brooklyn",2,1,1,30,120,1,0,0,69,4.84,4.64,4.87,4.96,4.94,4.75,2,1.24,612,1000,4004,987,7,2,1,1,24,1,0,0,0,0,1,0,61,30.5,0.331608316876789
1058,1117706,90,79,0,1,1,1,"Brooklyn",3,1,1,30,30,1,0,0,16,5,4.93,4.5,4.64,4.93,4.86,1,0.43,1191,1000,3378,232,9,3,2,1,18,1,0,1,1,0,1,0,110,36.6666666666667,0.318576230996199
